category,subtype,value,co2e
food,vegetarian,2.697775559732412,6.892
consumption,home-goods,6664.760436477495,199.392
energy,coal,719.9748768893767,755.767
transport,flight-short,189.63750005436438,47.461
consumption,home-goods,6884.92779690431,203.517
food,fish,1.8997327538398734,8.824
energy,natural_gas,233.04109142571025,104.351
transport,train,100.2154366129535,2.88
transport,train,377.2149045362706,15.496
energy,renewable,468.3346096253018,9.526
consumption,other,131.05516953263975,1.925
consumption,electronics,5850.834873197241,410.125
transport,motorcycle,422.2605833023398,46.325
energy,electricity-grid,828.8384763900604,586.36
transport,flight-long,146.030841683959,22.38
transport,bicycle,363.0585555324142,-0.821
energy,renewable,238.27860447346606,5.303
food,other,1.6897658186830018,4.102
consumption,clothing,4512.998366216171,68.877
consumption,home-goods,3582.200658331618,107.679
food,vegan,1.2621983934780177,1.367
transport,car-electric,342.16607331658577,18.474
transport,bus,361.06668651642843,37.855
transport,walking,159.10562688151467,-0.61
transport,walking,158.58202660961732,0.363
food,vegan,2.9471400379455863,4.06
transport,bus,146.32043597055977,15.986
energy,coal,804.5160057710754,844.992
transport,walking,216.8680616525067,0.809
transport,flight-short,319.1943590281467,82.444
transport,bicycle,416.16303650206333,-1.017
energy,coal,584.3059335486764,615.801
food,white-meat,2.8763361863204167,19.151
energy,electricity-grid,545.9112386970995,385.849
food,vegan,0.8548330268984965,1.413
energy,renewable,822.6952841963501,15.751
transport,car-electric,265.18843453009697,12.49
energy,electricity-grid,323.0161196228627,229.306
food,other,0.6868647590907888,2.214
consumption,other,8913.700108530744,178.088
food,fish,1.5459583442831788,8.473
food,fish,2.0856077274438567,9.387
consumption,services,4717.150385200479,47.543
energy,electricity-grid,108.25375733221709,77.254
food,red-meat,2.865661232507705,77.333
energy,natural_gas,637.861304131229,288.096
energy,electricity-grid,505.2495692419762,358.187
transport,car-electric,293.82340209170826,15.033
energy,renewable,340.93470725179685,8.736
transport,train,248.59178712445652,9.833
food,white-meat,1.016113081040501,8.204
consumption,electronics,7193.473385044566,502.818
energy,renewable,145.37070868304332,2.012
transport,car-electric,211.14679226500724,10.576
consumption,other,5126.618518957314,101.766
consumption,electronics,3999.0353833379436,279.198
energy,coal,343.7724009005924,359.562
consumption,home-goods,4015.0951865996044,121.642
energy,electricity-grid,494.01567347793934,350.43
energy,renewable,737.490449572577,13.711
consumption,home-goods,9720.649279488234,292.437
energy,coal,706.6624030784573,741.172
consumption,services,4449.453574222477,43.979
food,fish,1.4741435557202884,6.844
food,fish,1.9883893062757796,11.575
energy,coal,48.535609353566315,49.878
transport,car-electric,53.7565556551363,2.324
food,vegan,1.2154521769947684,1.779
energy,renewable,484.1094550562247,9.342
transport,flight-short,161.50957322597876,40.864
transport,walking,391.4155085135851,-0.954
transport,walking,159.66195599814924,1.094
consumption,electronics,7006.106743726993,493.521
consumption,electronics,3765.1166673915586,263.412
transport,train,132.0125647799801,5.687
transport,flight-short,153.41666904769235,39.833
transport,bus,228.20388662090227,22.992
transport,bus,194.58813215879113,20.096
consumption,electronics,9483.130154436258,662.698
energy,renewable,507.88669975111566,10.258
transport,train,157.19965199608907,4.378
consumption,services,5561.720251853643,53.852
energy,renewable,383.7183321569939,7.268
energy,electricity-grid,967.2459936014601,682.757
energy,natural_gas,427.4784153156673,191.184
food,fish,1.0773541614968611,5.714
consumption,clothing,2036.869990373383,32.225
consumption,services,6735.325555581907,67.358
consumption,services,4536.491348276824,46.247
energy,electricity-grid,555.3549239915835,393.526
energy,electricity-grid,227.20317548256233,160.57
transport,car-electric,249.92666084839286,11.795
consumption,clothing,7198.678774315509,107.104
energy,coal,462.86616896182335,487.004
energy,coal,966.2118468097023,1015.425
consumption,clothing,5774.031968804762,86.486
food,fish,2.605060545162377,12.203
consumption,other,7475.236198784544,151.113
transport,flight-long,156.57704575570597,24.389
energy,renewable,10.335608532757956,-0.925
energy,electricity-grid,792.664212470124,562.094
food,vegan,2.827548189699261,4.673
energy,renewable,779.7968724124082,16.595
food,vegetarian,2.963174970252254,5.687
transport,flight-long,288.1845882660959,43.084
transport,walking,363.15975243193094,1.26
food,fish,2.5512411116446376,13.863
consumption,other,9860.977885554476,197.769
food,white-meat,0.9390661639200057,5.82
food,fish,1.8334872287670114,7.658
consumption,other,4132.177926400583,82.744
consumption,clothing,9064.592048959561,135.888
transport,car-electric,384.4315645454411,18.679
consumption,other,2151.0224724476734,42.616
transport,train,259.1832436226581,10.628
energy,electricity-grid,265.2817399398157,190.53
transport,flight-long,164.39284091407927,25.179
food,vegetarian,1.0923148018286186,0.285
transport,bus,369.66371998926456,38.487
energy,coal,986.3957894572633,1034.714
energy,natural_gas,252.6015089833633,113.758
food,white-meat,2.694511996522462,16.807
food,vegan,2.378182792344365,3.581
energy,natural_gas,199.21169109236916,91.113
energy,natural_gas,537.0866564557583,241.659
consumption,clothing,6629.5897973376605,100.335
transport,motorcycle,497.762707846572,54.55
transport,train,8.460035581015212,0.056
energy,electricity-grid,811.2043595571373,574.777
food,white-meat,1.5218525918953065,11.035
consumption,clothing,8161.303456778216,123.376
transport,walking,295.9565948872714,2.218
energy,natural_gas,56.67979097490072,25.563
food,other,2.657571948125712,7.149
consumption,other,1587.2077002500798,31.708
transport,motorcycle,183.88029600142056,22.15
energy,natural_gas,728.6577999146317,328.588
transport,motorcycle,99.54565454436413,11.094
food,other,1.024661693197803,1.24
energy,electricity-grid,89.84059323226883,63.447
transport,flight-short,277.84857237870006,70.296
transport,flight-short,283.3100305480666,72.821
consumption,home-goods,6750.245216346861,202.329
energy,renewable,804.0808240265181,15.503
transport,flight-short,406.11898821645946,102.664
consumption,electronics,7309.586159891659,511.964
transport,flight-long,21.75638217197828,2.725
consumption,clothing,3761.420643791679,56.612
transport,bicycle,481.7786550494301,-1.15
transport,bicycle,315.6300499818385,-1.857
food,red-meat,0.8190579655943832,23.256
consumption,home-goods,4741.824259552244,141.795
consumption,clothing,3702.9717113371375,54.863
food,white-meat,1.2615895807339417,8.318
transport,flight-long,266.4234377437699,39.998
food,vegetarian,2.117919430127464,5.29
consumption,services,5699.380716497188,57.706
food,white-meat,0.5078041283910241,2.853
energy,coal,677.450361085328,710.996
food,vegan,2.1927531908934115,3.138
consumption,electronics,5138.792242700793,358.866
energy,coal,512.9161228252797,537.533
consumption,electronics,1703.6953412470175,120.834
consumption,home-goods,7430.974428699412,223.693
consumption,home-goods,5901.458146254242,178.218
transport,bicycle,428.8851416143739,0.63
energy,coal,304.4293559994568,321.152
energy,renewable,568.2602830611437,12.019
energy,renewable,390.3855443026651,8.285
energy,renewable,616.4224898116171,12.541
food,vegetarian,1.5972718505155972,2.19
transport,bus,304.49842291740805,31.86
food,other,0.6991040157225579,0.582
food,other,2.8696754215492,9.519
transport,car-gasoline,74.5589790333577,14.282
transport,car-electric,218.29729701091725,11.738
consumption,services,1839.968371411646,17.3
consumption,home-goods,4792.410397060858,145.027
consumption,clothing,8866.435972600475,133.683
consumption,clothing,9281.710113394578,139.266
food,other,1.9005235068523625,3.61
transport,motorcycle,483.06201024983426,54.585
food,vegetarian,0.5205578284722288,1.646
energy,renewable,152.99573903259702,4.371
transport,car-gasoline,487.80916221468493,94.83
energy,coal,936.2119564085102,984.081
transport,flight-short,260.09414535057437,65.584
transport,car-gasoline,113.22350605947322,23.27
food,other,1.0803347820003903,3.578
food,vegetarian,2.1068651151881985,3.892
consumption,services,4797.4411855870485,49.849
transport,bicycle,263.8576847274765,-1.126
consumption,other,6104.919700608522,121.245
food,vegan,2.134574909569194,4.323
energy,renewable,894.1605505986827,18.689
food,vegan,2.5184273494812235,2.362
energy,renewable,274.8620310247464,6.475
consumption,electronics,4449.433432176498,312.812
food,other,1.5402963610796498,6.72
energy,natural_gas,618.4256354446136,276.955
consumption,services,4893.730415983272,50.008
food,other,2.9136055518467763,7.168
transport,car-gasoline,135.12186778264046,25.382
energy,electricity-grid,607.2529479931276,427.358
energy,natural_gas,483.0230857907312,217.046
food,vegetarian,1.8539886569958572,4.805
energy,coal,556.496371855681,585.763
energy,renewable,25.2160187633673,-0.867
transport,car-electric,373.7572412988827,19.381
food,vegan,2.38570583258804,3.903
food,vegan,0.8637286181195659,1.876
energy,natural_gas,16.546983712457287,6.575
energy,electricity-grid,108.45383037866368,78.735
food,vegetarian,0.808264513303562,3.951
consumption,services,6802.561899969523,67.773
food,white-meat,1.2199465198312511,7.784
consumption,services,8887.490031993662,88.683
consumption,clothing,8458.56229546824,125.56
transport,bicycle,247.80428756406297,-0.081
consumption,services,4199.699600515421,41.264
transport,flight-long,417.1243836300574,61.828
consumption,other,6180.3024641364245,121.221
food,red-meat,1.5461169742905698,41.18
transport,car-electric,249.57720940532303,13.735
food,red-meat,1.7828537537831928,45.32
energy,natural_gas,185.14701763920306,85.242
consumption,electronics,6809.200819869858,475.541
food,white-meat,1.4697463223793246,11.626
consumption,home-goods,8498.86586748568,253.651
consumption,clothing,1405.52483287997,19.641
consumption,electronics,8891.994560161404,623.386
consumption,other,9296.3424842738,186.88
food,fish,2.291384099447499,12.475
food,fish,1.0294982214538693,5.017
consumption,clothing,7242.865024105391,109.772
consumption,other,6312.081679157937,126.425
transport,walking,350.40711476382177,-0.992
transport,motorcycle,83.98953840433211,8.196
energy,renewable,239.04948867162003,5.809
transport,flight-short,10.209753102468298,4.414
food,white-meat,0.9843473325620264,7.191
consumption,services,5150.2797064095985,52.366
food,fish,2.4989466102550075,12.339
transport,bus,174.17646595093473,18.005
food,vegetarian,1.1842747929321065,2.321
food,vegetarian,1.341026367958173,2.76
transport,train,375.28060074802926,17.165
food,vegan,2.5976229201983934,3.696
consumption,other,7940.4311832692565,159.295
energy,electricity-grid,666.6038667839268,472.333
energy,renewable,213.84749046651797,4.024
transport,train,152.81890943180574,8.104
food,other,0.721093968338756,2.288
consumption,other,4009.632909203268,79.712
consumption,home-goods,4351.72230379272,128.677
transport,motorcycle,248.88828645045461,27.473
transport,motorcycle,180.8710515454785,19.377
consumption,electronics,9970.366955388887,699.552
transport,car-gasoline,54.95355288607092,10.263
transport,bicycle,50.23003098967172,-1.014
food,other,2.7077985166869376,8.462
food,vegetarian,1.385049095080028,3.293
transport,bicycle,126.24225627606751,0.594
food,fish,2.551568483547592,13.892
energy,renewable,236.45142721637873,3.783
food,vegan,1.2737039479871675,2.192
energy,electricity-grid,224.27081994158414,160.616
food,red-meat,0.9770237286157677,24.762
energy,electricity-grid,29.602562641817173,21.305
energy,electricity-grid,243.06829578106027,170.646
food,vegetarian,2.6811638081463474,4.897
energy,electricity-grid,580.3820185545759,411.174
food,vegetarian,2.465918464904245,4.373
energy,natural_gas,417.63167959258,188.861
energy,natural_gas,566.0792375024038,254.35
energy,coal,705.0910402960544,740.204
consumption,electronics,129.9170455624482,9.972
food,white-meat,1.828402079238167,11.969
energy,electricity-grid,470.8769114544206,332.484
transport,bus,311.6903876535978,33.932
energy,electricity-grid,741.7757350746633,525.86
energy,electricity-grid,58.514293437494324,40.875
energy,natural_gas,448.62707643005274,203.195
consumption,services,6035.4076384780765,58.73
transport,bicycle,252.11094434767267,1.279
food,vegetarian,2.99378436415474,4.66
transport,train,407.1943510244451,16.668
consumption,electronics,7896.3885628292865,551.734
transport,motorcycle,10.605232960598087,2.024
consumption,other,9757.269437461666,195.253
energy,coal,545.8174892815081,574.107
consumption,electronics,7467.755699260088,524.949
consumption,clothing,9694.028931283961,145.49
transport,flight-short,200.30142771182562,49.89
energy,renewable,568.2731195911696,13.01
food,white-meat,0.9418921685586519,6.685
transport,car-gasoline,145.04448503505478,28.928
consumption,services,8265.430887495806,82.148
food,vegetarian,1.8982546801920677,4.036
food,other,1.6994283944559445,4.308
energy,natural_gas,346.76487610702105,156.703
food,fish,2.6173064988772676,11.876
food,vegan,2.9984123304816968,3.603
energy,renewable,989.9906343741916,21.044
food,white-meat,1.6398654644216533,12.168
food,vegan,2.2343532467458216,3.937
energy,electricity-grid,267.38953594037196,189.742
food,fish,2.033819710408933,11.008
energy,natural_gas,290.4478629283604,130.341
energy,coal,145.70797444097587,151.795
food,vegan,1.652430130639122,2.773
transport,flight-long,9.386832630750105,3.328
consumption,clothing,1077.4251538890214,16.359
food,white-meat,1.5901039572823756,12.04
transport,bus,104.97203374835381,11.408
energy,renewable,910.4359999623466,18.194
consumption,services,7360.3446554582915,71.545
transport,bus,126.91466820220059,12.543
transport,flight-short,5.969910860947356,1.362
energy,electricity-grid,627.9922541087232,443.487
consumption,clothing,2392.940599258228,35.099
transport,bus,306.47094414084967,32.288
transport,bicycle,149.72280747511036,-1.263
food,other,0.5931347015354902,2.806
consumption,other,4557.3311032581405,90.516
food,vegan,2.2825786409377598,2.816
energy,coal,327.6506456194965,343.669
transport,walking,165.72578712976534,0.614
energy,electricity-grid,224.68229571156706,157.188
consumption,home-goods,8741.918042612497,260.316
energy,renewable,582.971283204952,10.152
consumption,home-goods,8926.51455612626,267.924
consumption,other,3339.797900852443,66.205
food,white-meat,1.906635299178273,12.191
food,vegetarian,0.927150498466162,1.803
transport,car-gasoline,161.0289432356201,32.088
transport,bicycle,106.4206024220752,1.509
food,other,1.5047467698899166,6.322
food,vegetarian,1.7747248705140255,5.191
food,other,2.6457283388827655,7.777
transport,flight-long,352.8514601728585,52.684
transport,bicycle,295.55923680604417,1.031
energy,natural_gas,354.91145560629815,160.098
transport,flight-short,450.58078452334314,115.047
transport,walking,447.297155109556,-0.171
energy,coal,678.1907474416877,710.86
transport,bicycle,113.2500718946399,-0.084
food,other,2.4419206783751823,6.06
transport,flight-long,430.004662967614,66.255
food,other,1.8693497736728422,4.82
consumption,other,2145.7856366292945,43.127
transport,car-gasoline,455.71681976530976,86.174
transport,bicycle,374.4110817601229,-0.436
consumption,other,8914.026797050003,178.462
transport,train,199.20644484914172,8.065
consumption,services,9116.792383704547,91.164
energy,renewable,110.67317071673406,2.971
consumption,services,9624.80083964224,97.241
energy,natural_gas,209.11861991317969,94.554
energy,electricity-grid,555.5275188362134,392.485
transport,car-electric,182.64970713806858,9.849
consumption,clothing,4467.252355250854,67.82
food,fish,1.9296742234293303,10.667
transport,car-gasoline,238.12366200901778,46.163
food,white-meat,2.611065832800217,18.198
food,vegetarian,1.455911494791777,2.801
energy,electricity-grid,446.66819281806255,316.949
energy,natural_gas,471.03457391333484,214.085
transport,walking,2.690536143336929,-1.325
consumption,clothing,4164.058978013587,60.8
consumption,other,781.827265813978,15.376
food,fish,2.3714117961340673,13.852
consumption,clothing,197.94629473792105,2.431
transport,walking,72.38728042014914,-1.34
transport,car-electric,154.97468229686956,7.199
consumption,services,730.0662959095375,7.458
consumption,services,7458.340728190564,74.778
energy,coal,133.86558848756454,140.383
energy,coal,832.9422561961218,874.494
energy,natural_gas,728.1063284167923,327.918
food,fish,2.3743821967425953,11.422
energy,natural_gas,897.9854943867174,403.377
transport,train,289.6626975056986,10.62
food,white-meat,2.1969399588010723,15.212
energy,natural_gas,694.0641624287261,310.755
energy,coal,373.0964699731962,390.455
consumption,clothing,298.90076131399854,4.306
energy,electricity-grid,146.17113988028942,103.902
transport,flight-short,243.71814039655217,62.494
food,red-meat,0.9879365376000155,27.152
energy,electricity-grid,527.1156212616723,372.621
transport,flight-short,290.22583871491366,73.686
energy,natural_gas,606.5873438867162,272.932
energy,electricity-grid,651.6847696944053,461.81
transport,bus,170.20471901807733,16.887
transport,flight-short,467.33395383896044,118.322
transport,car-gasoline,59.68220868275218,10.582
energy,natural_gas,225.5880866106744,101.514
transport,motorcycle,2.089863158273059,0.283
food,other,1.175005111951451,4.575
consumption,other,4452.969339225828,89.635
energy,renewable,312.80734587386536,4.263
food,red-meat,2.1733279467568476,58.481
energy,natural_gas,233.03346007172772,102.059
consumption,other,7087.31579073107,142.128
transport,motorcycle,98.89412286205136,9.708
consumption,other,1014.6663566358113,21.104
energy,coal,837.4027595159439,878.391
energy,renewable,596.330885304617,10.484
transport,flight-long,59.87152071907583,9.5
food,fish,0.8897531088498671,5.379
transport,flight-short,361.28855053665444,91.276
food,vegetarian,0.7668908262360328,1.922
transport,bicycle,254.0947644471414,-1.058
energy,coal,969.2713669293627,1017.209
food,vegan,0.6496865668034641,1.032
consumption,clothing,5770.787257634932,87.103
energy,natural_gas,651.2279586582814,294.218
transport,car-gasoline,146.49680801830687,28.046
energy,natural_gas,855.4591498985754,385.885
energy,renewable,54.57476198107773,1.3
energy,coal,375.5895845254547,395.6
consumption,other,5590.143924513058,112.33
transport,bicycle,68.08111033503127,0.41
energy,electricity-grid,340.18939021156257,242.069
transport,flight-short,253.74409931742574,62.449
energy,natural_gas,622.5447572494342,280.576
transport,walking,141.16075326073226,-0.266
food,vegan,1.8594061397966393,3.346
energy,natural_gas,932.2295574944187,418.804
consumption,services,5160.844084622229,51.399
consumption,home-goods,602.0652235757108,18.909
energy,natural_gas,855.6304687412616,384.462
energy,natural_gas,834.6197606768045,376.852
transport,flight-long,34.01819214086524,3.524
consumption,electronics,1322.1454881915206,92.701
transport,walking,396.29239897775426,-1.971
consumption,services,4147.2311734834575,38.963
transport,walking,3.8547448394403476,-0.769
energy,electricity-grid,203.25972145519256,146.371
energy,renewable,717.0809189826713,14.233
energy,natural_gas,325.49928563880616,147.021
energy,coal,577.5003651891336,605.91
food,vegetarian,2.6590575022998832,4.088
food,vegan,0.9801049838975102,0.927
transport,bicycle,99.85399292630261,1.515
food,white-meat,2.7794332045967485,20.325
energy,renewable,825.9326991593514,17.236
food,fish,1.3751782806873822,6.751
energy,electricity-grid,547.3693764894391,387.222
energy,electricity-grid,661.3392985220321,467.075
transport,bus,372.3413275942267,37.968
energy,natural_gas,93.46289041516724,41.64
consumption,electronics,1447.9482828649764,99.954
transport,flight-short,461.4180355692994,115.907
energy,electricity-grid,893.9147346734139,632.545
energy,natural_gas,253.5561023870172,114.827
energy,coal,561.5586220459556,588.834
food,vegetarian,0.8268162914181866,0.047
energy,coal,254.47547025766036,266.276
transport,flight-long,418.01060100915333,63.238
consumption,home-goods,7001.636951808339,210.473
food,red-meat,0.8447470543258349,21.203
energy,renewable,315.470838093241,7.181
food,white-meat,1.3924592303502823,9.935
consumption,electronics,6773.680265454412,474.668
energy,coal,953.0631598644023,1000.918
energy,renewable,42.96376165139309,0.825
transport,motorcycle,283.6668363838375,32.109
transport,flight-long,47.63350242177008,7.048
transport,walking,8.820514570474163,1.875
energy,electricity-grid,86.54360149780703,61.016
energy,electricity-grid,530.3806979523882,375.062
consumption,home-goods,9685.891195130074,290.256
transport,flight-short,471.2590295137381,120.687
food,red-meat,1.2779174119285894,36.059
consumption,clothing,279.70053149011324,4.141
transport,car-gasoline,433.05530208604125,83.41
energy,electricity-grid,422.8698207229958,298.378
consumption,other,3754.182585258585,74.791
consumption,other,8140.395218752897,162.346
transport,car-electric,111.48354498680175,5.336
energy,renewable,552.4803434640102,10.55
transport,train,483.03087746175476,19.741
food,vegetarian,0.5331713521521876,1.586
food,red-meat,2.3582479307674475,63.473
consumption,clothing,3839.806964982246,56.414
energy,electricity-grid,470.764724649672,332.951
food,red-meat,2.882009620622933,78.054
transport,bus,268.7778232466002,28.322
transport,bus,494.67731012730934,52.459
energy,electricity-grid,875.1145055293971,618.925
energy,renewable,104.97188046182872,3.369
food,fish,1.8308265064677567,10.309
consumption,home-goods,2134.3879160600172,62.736
consumption,home-goods,4364.544739671655,131.952
consumption,clothing,5311.611920659826,79.862
consumption,other,4421.067559663569,87.633
food,vegan,2.085569997034037,3.785
transport,motorcycle,417.9322151328152,44.856
energy,coal,775.8789806907074,812.509
consumption,home-goods,3273.5622602873127,98.863
consumption,other,3133.802596830206,64.532
food,white-meat,2.2204360918056585,14.957
consumption,home-goods,8630.923305316237,260.953
food,red-meat,0.555754262246609,13.413
energy,renewable,832.2086984795571,17.964
food,vegan,2.85762202659405,4.807
transport,train,126.84538555253118,4.176
food,other,2.586996231449851,7.012
energy,natural_gas,62.61861595684236,29.326
transport,bus,243.42445887133914,25.752
energy,natural_gas,940.4609708899234,423.302
consumption,other,6022.175180066595,120.482
food,other,2.3095069415763083,7.059
transport,train,397.99454464736897,18.081
consumption,home-goods,952.0877806679163,29.426
energy,natural_gas,284.1142968760232,129.094
consumption,services,6235.214301529974,63.97
transport,bicycle,284.95278134783746,0.834
consumption,electronics,2310.1334339276154,162.413
transport,motorcycle,303.62242999622924,33.773
food,other,2.4416001859315575,7.563
transport,bicycle,71.63287664292385,0.969
transport,walking,147.65115151645907,1.265
transport,car-gasoline,27.193599792561923,5.94
food,red-meat,1.5678942017526094,42.212
energy,natural_gas,494.0792204757121,221.257
energy,coal,842.1330503808649,885.166
energy,coal,636.834237841547,667.107
transport,walking,417.4995923730629,-0.826
transport,bus,16.51621634958495,-0.341
energy,natural_gas,671.2879421425088,299.929
energy,renewable,502.5106117753507,8.288
consumption,home-goods,2320.368285435253,70.604
energy,renewable,962.7925920769017,17.953
energy,coal,971.0043545302001,1018.266
transport,motorcycle,290.2493238744817,29.991
food,red-meat,1.4995811483755126,41.504
energy,renewable,821.2511508339618,14.417
energy,renewable,594.2036619560101,12.453
consumption,home-goods,3272.3163212421823,99.033
food,vegan,0.7249181971524022,1.396
consumption,home-goods,3035.3032819251916,91.793
food,other,0.6728333395437234,0.481
energy,renewable,694.5325892256627,14.169
consumption,electronics,581.4669443330087,41.521
consumption,electronics,521.6158504150816,35.176
transport,motorcycle,238.07124157519357,26.737
transport,car-electric,22.125138005343555,1.083
transport,walking,332.5078014408925,-0.275
transport,car-electric,216.99270229103982,11.071
energy,renewable,24.08374593469278,-0.901
consumption,clothing,9544.871493077333,143.61
transport,walking,54.9720157653559,-0.751
food,vegan,1.6621773253858592,2.987
food,vegan,2.0998267186263115,4.503
consumption,electronics,8612.98741110989,601.917
transport,bicycle,417.16139028744914,0.383
energy,electricity-grid,886.6775485185209,627.017
energy,natural_gas,313.3436580408642,141.519
food,white-meat,2.647955498527771,16.636
consumption,services,3861.503477053498,37.06
consumption,home-goods,3663.1306693718775,109.621
energy,coal,393.3681580057945,412.736
transport,train,137.66203803298012,6.938
consumption,home-goods,9224.8219030447,277.167
food,other,0.5929518373531621,2.385
food,other,1.5491807303931708,3.909
consumption,clothing,3527.377563965605,53.647
energy,electricity-grid,917.6072025031177,649.028
transport,bus,234.01673717273513,23.893
energy,renewable,755.7391623572007,14.501
energy,natural_gas,688.9406606106428,309.869
consumption,clothing,8184.447538783301,120.953
food,white-meat,0.5274091328288584,4.112
transport,bicycle,317.4302766225347,-1.024
food,white-meat,2.2199600538091744,15.816
transport,walking,226.82968721435574,-1.942
energy,coal,421.7701884455654,443.164
transport,walking,290.9720161042503,1.148
food,red-meat,1.49660333799096,40.194
consumption,clothing,6770.7833993313425,100.585
transport,flight-short,341.8570065635936,88.971
consumption,other,2701.6471401278104,55.563
transport,car-gasoline,471.0105814463262,91.705
food,red-meat,1.9734409316202932,53.398
food,vegetarian,1.4248202382641466,0.9
transport,walking,66.17476925803011,-0.585
transport,flight-long,317.78324183362946,47.485
consumption,services,9012.221810733636,91.082
consumption,home-goods,1215.2169534775142,37.299
food,vegan,1.5436863901954154,4.384
consumption,home-goods,3962.645444830132,118.333
food,red-meat,1.4987661881514107,41.232
consumption,services,3674.6930090021106,36.573
transport,car-gasoline,119.61168139280818,21.411
consumption,clothing,3954.8962544416536,59.639
transport,walking,131.967695388941,-0.161
energy,electricity-grid,848.7238371724641,602.067
consumption,other,8236.674580418372,164.384
consumption,other,2268.596155699322,45.531
consumption,other,8297.526264159984,165.92
food,vegetarian,1.4728075240375755,5.0
food,vegetarian,1.5068309246674154,4.556
consumption,home-goods,4038.9820896623046,121.062
transport,walking,484.11092494753063,1.606
transport,flight-long,273.9670450657994,40.964
energy,natural_gas,999.3357877082842,449.124
transport,car-gasoline,442.36377086213787,83.777
energy,natural_gas,840.6953440692446,379.594
energy,natural_gas,161.23348113113906,71.292
food,white-meat,2.827827938922123,18.282
food,fish,1.4923296559608716,7.189
food,vegetarian,2.499979181388837,3.872
transport,car-gasoline,202.2115068677171,38.889
food,white-meat,2.2813550228324924,17.609
energy,natural_gas,337.33716041943876,152.281
consumption,clothing,2040.6640392947816,29.061
energy,electricity-grid,120.28124143423732,84.535
food,other,1.3821102959337501,5.326
consumption,electronics,5490.531892041423,383.529
transport,train,51.882216112498824,3.351
energy,renewable,462.79298760125636,10.131
transport,bus,61.76142242218315,4.945
energy,coal,566.7453098975855,595.875
consumption,clothing,5669.887171807513,85.54
energy,renewable,821.8249505673356,14.913
energy,renewable,432.5927748341079,8.12
consumption,home-goods,2670.865938960653,80.124
food,vegan,2.5209560780986235,3.604
food,red-meat,0.7175839127288857,20.314
food,white-meat,2.1178989028173936,13.901
energy,natural_gas,680.1569229979626,306.028
energy,natural_gas,894.6443133883505,402.623
food,vegan,2.098884565943278,2.223
food,vegan,2.4611038551768223,5.459
consumption,other,9616.60121755755,192.103
transport,train,379.6972121946278,13.561
food,white-meat,0.8777276190134646,5.008
transport,flight-short,159.8392848672535,41.627
food,white-meat,2.258263267158445,15.867
food,other,0.8212599462530241,3.284
energy,coal,838.5743184362034,880.735
energy,coal,362.86613557472157,381.258
energy,electricity-grid,928.8752159777922,656.795
consumption,clothing,2776.8393639240003,40.041
consumption,electronics,1199.789153421571,81.846
consumption,electronics,2851.664144262526,199.42
consumption,home-goods,7006.81544304265,211.244
energy,coal,123.58773348625098,130.521
consumption,home-goods,8871.536680550418,266.078
energy,electricity-grid,678.6817296931191,480.231
energy,renewable,252.89011840398763,5.077
consumption,electronics,7632.979243639503,531.911
transport,car-electric,28.1287230416517,1.239
transport,motorcycle,446.010638156466,47.804
energy,coal,216.55922144624668,227.318
consumption,services,9513.56639971385,94.974
food,vegan,0.5712095263731788,1.181
transport,car-gasoline,198.99964785136092,38.71
energy,natural_gas,173.13952546015213,78.111
consumption,clothing,849.1486570551883,11.771
energy,natural_gas,199.15811178108373,88.773
food,red-meat,0.7959921035691351,22.46
consumption,clothing,1026.2827953100987,17.065
transport,motorcycle,386.30409989892485,42.114
energy,electricity-grid,261.866017288644,184.961
consumption,home-goods,9703.367856847412,289.065
transport,bus,248.2590794879885,25.768
food,other,2.0901008878297147,5.507
consumption,services,9967.501014429095,101.005
consumption,home-goods,1218.7476243240208,34.887
energy,natural_gas,409.4348180633432,183.811
food,white-meat,2.238517871473264,14.131
transport,motorcycle,156.39141687739414,19.971
energy,coal,411.0826214268004,431.385
transport,car-gasoline,52.83302134912644,9.211
transport,motorcycle,238.13850603386837,26.869
transport,bus,354.5809834074346,38.727
consumption,other,2961.49663786348,60.508
food,vegetarian,1.5949943697388853,2.765
energy,renewable,43.74048497902059,1.272
consumption,clothing,5356.714243181093,80.782
transport,car-gasoline,200.25032875686713,39.1
transport,car-electric,166.99117003173885,7.55
food,vegan,2.6712661767134778,4.039
consumption,clothing,6358.802557651858,94.622
consumption,electronics,1992.9696658092498,138.798
consumption,other,8586.676681205208,170.554
transport,car-gasoline,357.71313112600416,69.711
consumption,services,6682.057630212004,65.164
consumption,clothing,8191.209413636108,124.732
transport,train,496.0065074984107,20.211
consumption,home-goods,4794.112477808813,142.486
energy,coal,395.6812490628044,415.001
food,other,2.982926973995832,7.851
consumption,other,7273.389354317055,144.982
energy,coal,570.1349274033745,598.008
transport,train,285.6584997286426,11.565
food,vegetarian,2.7737932911126317,4.689
food,vegan,2.514882420943707,3.402
energy,renewable,877.6017167129238,17.022
food,white-meat,2.467401817463523,17.523
food,vegan,2.445989035883029,4.373
energy,coal,173.48474369649216,182.19
energy,renewable,670.9926526860974,13.258
consumption,home-goods,9034.860797257388,270.474
food,vegan,2.394144041507431,4.557
food,white-meat,0.8000068740422202,3.359
energy,natural_gas,758.371077290348,341.75
transport,car-gasoline,8.400251053422227,1.218
consumption,other,6306.014996989306,126.429
energy,natural_gas,986.9268005039941,442.465
